rank,content_hash_id,baseline_score,reason_code,march_impressions,staleness_days
583,content_3a13eeefca1fcd45,81.42660070213422,STALE_HIGH_OPPORTUNITY,16242,34.0
584,content_cb4fb4947df7e522,81.42512229145586,STALE_HIGH_OPPORTUNITY,16200,34.0
585,content_41bd09c66e9677e2,81.42410378623663,STALE_HIGH_OPPORTUNITY,668,36.0
586,content_c1056e5fab43cece,81.42374948154026,STALE_HIGH_OPPORTUNITY,16184,34.0
587,content_736f0fed2392ab68,81.42301027620108,STALE_HIGH_OPPORTUNITY,16179,34.0
588,content_4a662bd8e7a490bd,81.4227990746756,STALE_HIGH_OPPORTUNITY,16176,34.0
589,content_d24c87b5d96dffff,81.42258787315012,STALE_HIGH_OPPORTUNITY,16171,34.0
590,content_62cdc18155d94032,81.42132066399726,STALE_HIGH_OPPORTUNITY,16144,34.0
591,content_2ff4f5d769fa9739,81.42068705942081,STALE_HIGH_OPPORTUNITY,16137,34.0
592,content_6bfef55870dbbc66,81.42026465636987,STALE_HIGH_OPPORTUNITY,16131,34.0
593,content_afab478b180040e0,81.4187862456915,STALE_HIGH_OPPORTUNITY,16107,34.0
594,content_67ed454ca2209a12,81.41804704035233,STALE_HIGH_OPPORTUNITY,16096,34.0
595,content_c0bfca959627c226,81.41604062586029,STALE_HIGH_OPPORTUNITY,16065,34.0
596,content_f601df3f6df3f626,81.4149846182329,STALE_HIGH_OPPORTUNITY,16046,34.0
597,content_0c40fae0b03c27e6,81.41435101365646,STALE_HIGH_OPPORTUNITY,16035,34.0
598,content_934e238c2000ca25,81.41392861060551,STALE_HIGH_OPPORTUNITY,16026,34.0
599,content_b94054ef3dc7b467,81.41371740908004,STALE_HIGH_OPPORTUNITY,16025,34.0
600,content_8b9edb992ac4d551,81.40590295263732,STALE_HIGH_OPPORTUNITY,15919,34.0
601,content_aedeb10362246920,81.40569175111185,STALE_HIGH_OPPORTUNITY,15910,34.0
602,content_7f74e782e6ae0c76,81.40526934806088,STALE_HIGH_OPPORTUNITY,15907,34.0
603,content_36f5d5eaad06e37f,81.40252372822967,STALE_HIGH_OPPORTUNITY,15880,34.0
604,content_e829a6421c2dc0c8,81.39887718774058,STALE_HIGH_OPPORTUNITY,547,81.0
605,content_bee4ccfa36cae60a,81.39618768246531,STALE_HIGH_OPPORTUNITY,15787,34.0
606,content_2b9fbacfacf0c94c,81.39449807026149,STALE_HIGH_OPPORTUNITY,15746,34.0
607,content_cbbb0c7db66e4333,81.39407566721053,STALE_HIGH_OPPORTUNITY,15743,34.0
608,content_4cf9b468bb35a45d,81.38879562907357,STALE_HIGH_OPPORTUNITY,15689,34.0
609,content_3cb83aafac132323,81.38267078483469,STALE_HIGH_OPPORTUNITY,15578,34.0
610,content_e7536a012d3ec1a6,81.38224838178374,STALE_HIGH_OPPORTUNITY,15574,34.0
611,content_addb21b0c35dcdd8,81.38161477720732,STALE_HIGH_OPPORTUNITY,15560,34.0
612,content_fe87f18b360ebd8b,81.37517313068021,STALE_HIGH_OPPORTUNITY,15472,34.0
613,content_fbad47ae4dcc7805,81.3738003207646,STALE_HIGH_OPPORTUNITY,15465,34.0
614,content_8a90d7e70f492b85,81.36704187194928,STALE_HIGH_OPPORTUNITY,15358,34.0
615,content_e9ae2cca4c60ebb2,81.36619706584737,STALE_HIGH_OPPORTUNITY,15331,34.0
616,content_2e160e257d19d919,81.36239543838876,STALE_HIGH_OPPORTUNITY,15252,34.0
617,content_731f4fed995f9ccb,81.3600722216085,STALE_HIGH_OPPORTUNITY,15221,34.0
618,content_e3faf06779436e84,81.35915617590638,STALE_HIGH_OPPORTUNITY,218,235.0
619,content_936280fc11b9c25a,81.35394737736964,STALE_HIGH_OPPORTUNITY,15103,34.0
620,content_25b26731f69787b6,81.35109615677567,STALE_HIGH_OPPORTUNITY,15044,34.0
621,content_79f90580eb831294,81.35014574991102,STALE_HIGH_OPPORTUNITY,15037,34.0
622,content_3db5a30bca98ce03,81.34908974228361,STALE_HIGH_OPPORTUNITY,15027,34.0
623,content_8f7c81769e5ef3f8,81.34845613770719,STALE_HIGH_OPPORTUNITY,15018,34.0
624,content_8550d0e65711ca3c,81.34380970414666,STALE_HIGH_OPPORTUNITY,14926,34.0
625,content_7d9b4f374cf32b14,81.34085288278996,STALE_HIGH_OPPORTUNITY,14891,34.0
626,content_5963cb5eb396a6f3,81.34043047973901,STALE_HIGH_OPPORTUNITY,14887,34.0
627,content_4caf8755ada5dfe8,81.33958567363709,STALE_HIGH_OPPORTUNITY,14881,34.0
628,content_3418e48c3ce87f76,81.33810726295874,STALE_HIGH_OPPORTUNITY,14860,34.0
629,content_1514268d56815d11,81.33462243778835,STALE_HIGH_OPPORTUNITY,14815,34.0
630,content_a6d69b12de5ceab7,81.33092641109248,STALE_HIGH_OPPORTUNITY,14779,34.0
631,content_226ba8f0d250f71d,81.33008160499057,STALE_HIGH_OPPORTUNITY,14762,34.0
632,content_3d356fcc8bcdc6c7,81.32775838821031,STALE_HIGH_OPPORTUNITY,14730,34.0
633,content_841f233b4597d75e,81.32691358210839,STALE_HIGH_OPPORTUNITY,14714,34.0
634,content_99fd8511c1a9dcc1,81.32469596609086,STALE_HIGH_OPPORTUNITY,14682,34.0
635,content_a25a5ed178383d8e,81.32142234244594,STALE_HIGH_OPPORTUNITY,14646,34.0
636,content_2efd83b22d589736,81.31867672261474,STALE_HIGH_OPPORTUNITY,14608,34.0
637,content_8ca7911a1e60e9fe,81.31814871880103,STALE_HIGH_OPPORTUNITY,14600,34.0
638,content_034f3d6a57be0366,81.31466389363064,STALE_HIGH_OPPORTUNITY,14554,34.0
639,content_b0957d5d9dab8fbc,81.31381908752873,STALE_HIGH_OPPORTUNITY,14547,34.0
640,content_2e110a0dbd18b78e,81.31248378002127,STALE_HIGH_OPPORTUNITY,654,36.0
641,content_ef313d9269bfae75,81.31128466922299,STALE_HIGH_OPPORTUNITY,14526,34.0
642,content_c3b4fe9e92f9934a,81.30790544481533,STALE_HIGH_OPPORTUNITY,14477,34.0
643,content_9b64151b74ead4ef,81.30748304176437,STALE_HIGH_OPPORTUNITY,14472,34.0
644,content_c61235ca943092f1,81.30420941811946,STALE_HIGH_OPPORTUNITY,14435,34.0
645,content_e6e4887a47c2b8a3,81.30368141430576,STALE_HIGH_OPPORTUNITY,14432,34.0
646,content_dceeb5ab9c28b351,81.30241420515289,STALE_HIGH_OPPORTUNITY,14422,34.0
647,content_93df57f90123f58a,81.30178060057645,STALE_HIGH_OPPORTUNITY,14413,34.0
648,content_d2086d9db5d567f0,81.30156939905098,STALE_HIGH_OPPORTUNITY,14412,34.0
649,content_811d483e874a9967,81.2978733723551,STALE_HIGH_OPPORTUNITY,14377,34.0
650,content_6d64d4bd693b5fc8,81.29512775252388,STALE_HIGH_OPPORTUNITY,14361,34.0
651,content_22f47621dfca0028,81.29417734565924,STALE_HIGH_OPPORTUNITY,14348,34.0
652,content_2ad32eb6f4b72da1,81.291431725828,STALE_HIGH_OPPORTUNITY,14314,34.0
653,content_91094075943a862a,81.28330046709709,STALE_HIGH_OPPORTUNITY,14223,34.0
654,content_3fc3ab57606154a2,81.28266686252066,STALE_HIGH_OPPORTUNITY,14213,34.0
655,content_f8c15fdc81785708,81.28150525413052,STALE_HIGH_OPPORTUNITY,14195,34.0
656,content_f2a580fd75a01906,81.2811884518423,STALE_HIGH_OPPORTUNITY,14194,34.0
657,content_f0d7b541ef0591d2,81.28066044802861,STALE_HIGH_OPPORTUNITY,14191,34.0
658,content_4b56e08933f32d70,81.27886523506204,STALE_HIGH_OPPORTUNITY,14165,34.0
659,content_7e74d4b1ec6d8f0c,81.27886523506204,STALE_HIGH_OPPORTUNITY,14165,34.0
660,content_502ad65d0b770851,81.27812602972286,STALE_HIGH_OPPORTUNITY,14158,34.0
661,content_eac2336781d59443,81.27749242514643,STALE_HIGH_OPPORTUNITY,14143,34.0
662,content_18e42e13bc01573f,81.27707002209547,STALE_HIGH_OPPORTUNITY,14141,34.0
663,content_39790127cf0d017b,81.27643641751904,STALE_HIGH_OPPORTUNITY,14136,34.0
664,content_9051f0ec2271294b,81.27157878243304,STALE_HIGH_OPPORTUNITY,14084,34.0
665,content_f34313c0afd864db,81.27136758090755,STALE_HIGH_OPPORTUNITY,14083,34.0
666,content_0d29509a61df95ba,81.26999477099194,STALE_HIGH_OPPORTUNITY,14061,34.0
667,content_41d18608d90de375,81.269572367941,STALE_HIGH_OPPORTUNITY,14060,34.0
668,content_9d821b8fba435fe2,81.269572367941,STALE_HIGH_OPPORTUNITY,14060,34.0
669,content_93961d1d3002171c,81.26883316260181,STALE_HIGH_OPPORTUNITY,14052,34.0
670,content_fc1c7ca27b62e70d,81.26876063227411,STALE_HIGH_OPPORTUNITY,679,35.0
671,content_51580bd392856fcb,81.2679883564999,STALE_HIGH_OPPORTUNITY,14024,34.0
672,content_5961526e671558ee,81.26577074048237,STALE_HIGH_OPPORTUNITY,13985,34.0
673,content_ca75a93f3ff1cbf2,81.26471473285498,STALE_HIGH_OPPORTUNITY,13974,34.0
674,content_6c5a1272534c0e3d,81.26418672904128,STALE_HIGH_OPPORTUNITY,13967,34.0
675,content_2c673318f1b2f4f7,81.26165231073556,STALE_HIGH_OPPORTUNITY,13912,34.0
676,content_9c1fe3314cc1ab65,81.26059630310816,STALE_HIGH_OPPORTUNITY,13889,34.0
677,content_94b6237a841e9354,81.25763948175145,STALE_HIGH_OPPORTUNITY,13848,34.0
678,content_a2fcf1a75c6f084a,81.25214824208902,STALE_HIGH_OPPORTUNITY,13790,34.0
679,content_388fa288e762427a,81.24933009193009,STALE_HIGH_OPPORTUNITY,676,35.0
680,content_ac4d98b999cd7b22,81.24933009193009,STALE_HIGH_OPPORTUNITY,676,35.0
681,content_41cef3238b9cdaeb,81.24919142073232,STALE_HIGH_OPPORTUNITY,13757,34.0
682,content_2772b08abe387b9c,81.24824101386767,STALE_HIGH_OPPORTUNITY,13751,34.0
683,content_c564b5c90712497d,81.24792421157944,STALE_HIGH_OPPORTUNITY,13750,34.0
684,content_ccd385b8a22ac069,81.24317217725618,STALE_HIGH_OPPORTUNITY,13688,34.0
685,content_37df3c9c1affb032,81.24106016200139,STALE_HIGH_OPPORTUNITY,13664,34.0
686,content_39d5fdad0eb7d39a,81.23926494903483,STALE_HIGH_OPPORTUNITY,13642,34.0
687,content_065252bf795532db,81.23789213911921,STALE_HIGH_OPPORTUNITY,13626,34.0
688,content_7d986479e843e4cd,81.23760167551603,STALE_HIGH_OPPORTUNITY,205,246.0
689,content_79f3bd2d24002c4b,81.23715293378005,STALE_HIGH_OPPORTUNITY,13624,34.0
690,content_0b55418980f61289,81.23651932920362,STALE_HIGH_OPPORTUNITY,13615,34.0
691,content_f30c7eaf89df8788,81.23630812767813,STALE_HIGH_OPPORTUNITY,13608,34.0
692,content_72761d1decf4ad42,81.23314010479595,STALE_HIGH_OPPORTUNITY,13569,34.0
693,content_aa460142942bf9cc,81.23092248877843,STALE_HIGH_OPPORTUNITY,13552,34.0
694,content_a9f835fbf91bd50d,81.22807126818448,STALE_HIGH_OPPORTUNITY,13529,34.0
695,content_c42bb4f4366719db,81.22574805140421,STALE_HIGH_OPPORTUNITY,13490,34.0
696,content_ccbc70861221c789,81.225431249116,STALE_HIGH_OPPORTUNITY,13488,34.0
697,content_0d22abd214468273,81.22395283843764,STALE_HIGH_OPPORTUNITY,13463,34.0
698,content_b92b960cd202246f,81.223002431573,STALE_HIGH_OPPORTUNITY,13455,34.0
699,content_669e673e56d1e9cb,81.2227912300475,STALE_HIGH_OPPORTUNITY,13452,34.0
700,content_bcc0248af1702d97,81.21476557207933,STALE_HIGH_OPPORTUNITY,13369,34.0
701,content_1e5963f9ce2cf1c3,81.21349836292646,STALE_HIGH_OPPORTUNITY,13357,34.0
702,content_d3d9e46e5338b800,81.21233675453632,STALE_HIGH_OPPORTUNITY,13347,34.0
703,content_b850a4c37207dc53,81.21191435148538,STALE_HIGH_OPPORTUNITY,13344,34.0
704,content_107a1ea0912605b8,81.21149194843441,STALE_HIGH_OPPORTUNITY,13339,34.0
705,content_a57aa6aa7d4df4cc,81.21054154156975,STALE_HIGH_OPPORTUNITY,13336,34.0
706,content_b27a421077e3c571,81.20959113470511,STALE_HIGH_OPPORTUNITY,13321,34.0
707,content_bd16e7ac4fcfabb2,81.20832392555225,STALE_HIGH_OPPORTUNITY,13317,34.0
708,content_aefb0b9a70932f00,81.2014598759742,STALE_HIGH_OPPORTUNITY,13256,34.0
709,content_b146bfe987d7172d,81.19977026377036,STALE_HIGH_OPPORTUNITY,13241,34.0
710,content_48a7316f812b9f65,81.19575743478627,STALE_HIGH_OPPORTUNITY,13191,34.0
711,content_80b67991aeb85ffc,81.19459582639614,STALE_HIGH_OPPORTUNITY,13178,34.0
712,content_da3caa29c09139b8,81.19237821037862,STALE_HIGH_OPPORTUNITY,13165,34.0
713,content_72baaef87a0acf67,81.18868218368274,STALE_HIGH_OPPORTUNITY,13130,34.0
714,content_798ca09d4f2dcf9c,81.18794297834357,STALE_HIGH_OPPORTUNITY,13124,34.0
715,content_de47ffb7c124c111,81.18646456766523,STALE_HIGH_OPPORTUNITY,13118,34.0
716,content_897bae88b01c89a2,81.18604216461426,STALE_HIGH_OPPORTUNITY,13109,34.0
717,content_33c141e04352003a,81.18583096308878,STALE_HIGH_OPPORTUNITY,13108,34.0
718,content_2172f59b2c00dfa8,81.18509175774962,STALE_HIGH_OPPORTUNITY,13093,34.0
719,content_b6563d031411673d,81.183718947834,STALE_HIGH_OPPORTUNITY,13078,34.0
720,content_98aa34fcb150e806,81.1818181341047,STALE_HIGH_OPPORTUNITY,13038,34.0
721,content_fb17ac78de5c6d77,81.17801650664609,STALE_HIGH_OPPORTUNITY,12999,34.0
722,content_84d3661fe2dd2391,81.1778053051206,STALE_HIGH_OPPORTUNITY,12991,34.0
723,content_61a40c25a44ae14e,81.17748850283239,STALE_HIGH_OPPORTUNITY,12981,34.0
724,content_56ed8db5afa76626,81.1724196662209,STALE_HIGH_OPPORTUNITY,12939,34.0
725,content_e080fc5170d28a55,81.16977964715242,STALE_HIGH_OPPORTUNITY,12913,34.0
726,content_bffeafcf1217760a,81.16787883342312,STALE_HIGH_OPPORTUNITY,12894,34.0
727,content_3af5007387819035,81.16597801969381,STALE_HIGH_OPPORTUNITY,12876,34.0
728,content_4d98a8ebef58a954,81.16196519070972,STALE_HIGH_OPPORTUNITY,12824,34.0
729,content_4eeaddb4841d4e45,81.16175398918425,STALE_HIGH_OPPORTUNITY,12818,34.0
730,content_c80b746d80f0699c,81.16133158613329,STALE_HIGH_OPPORTUNITY,12811,34.0
731,content_688df67b34e74bbb,81.1597475746922,STALE_HIGH_OPPORTUNITY,12797,34.0
732,content_0319c9c35522464a,81.15636835028454,STALE_HIGH_OPPORTUNITY,12756,34.0
733,content_a77f709a98fa26b1,81.15467873808072,STALE_HIGH_OPPORTUNITY,12733,34.0
734,content_ab7a5e4bea846480,81.15408263591243,STALE_HIGH_OPPORTUNITY,635,36.0
735,content_a87500d3def4a554,81.14971550223197,STALE_HIGH_OPPORTUNITY,12677,34.0
736,content_362bea90cebb3193,81.1489762968928,STALE_HIGH_OPPORTUNITY,12671,34.0
737,content_884c1858174d0110,81.1489762968928,STALE_HIGH_OPPORTUNITY,12671,34.0
738,content_f96cfaec4b8b7782,81.14570267324788,STALE_HIGH_OPPORTUNITY,12638,34.0
739,content_7e0d73528fcc84b3,81.14485786714596,STALE_HIGH_OPPORTUNITY,12634,34.0
740,content_4fe94bdfd75c38f9,81.14422426256952,STALE_HIGH_OPPORTUNITY,12624,34.0
741,content_95b548f7f3d1d588,81.14401306104405,STALE_HIGH_OPPORTUNITY,12620,34.0
742,content_824ed966e3c3196b,81.14126744121283,STALE_HIGH_OPPORTUNITY,12593,34.0
743,content_1c0f6b3ef587bc9c,81.14042263511092,STALE_HIGH_OPPORTUNITY,12578,34.0
744,content_17e1f9590767a167,81.139577829009,STALE_HIGH_OPPORTUNITY,12571,34.0
745,content_684b71d764330fbf,81.1357762015504,STALE_HIGH_OPPORTUNITY,12535,34.0
746,content_197d52c0c87a4650,81.13493139544848,STALE_HIGH_OPPORTUNITY,12519,34.0
747,content_475c167da86129f5,81.12511052451373,STALE_HIGH_OPPORTUNITY,12431,34.0
748,content_1e7e5a6080e06c57,81.12437131917456,STALE_HIGH_OPPORTUNITY,12426,34.0
749,content_7bb587b1dfe79acc,81.12310411002169,STALE_HIGH_OPPORTUNITY,12416,34.0
750,content_545e32ee913f9a4d,81.12162569934333,STALE_HIGH_OPPORTUNITY,12399,34.0
751,content_e227acc775773559,81.12155760098875,STALE_HIGH_OPPORTUNITY,631,36.0
752,content_a4539d35705f7e0f,81.11486725052802,STALE_HIGH_OPPORTUNITY,12331,34.0
753,content_d43830c5c07515b3,81.11402244442611,STALE_HIGH_OPPORTUNITY,12326,34.0
754,content_097c819cc9b64492,81.11360004137515,STALE_HIGH_OPPORTUNITY,12323,34.0
755,content_3beef766ea300c6e,81.10515198035601,STALE_HIGH_OPPORTUNITY,12247,34.0
756,content_beedaa96e88cf477,81.10261756205028,STALE_HIGH_OPPORTUNITY,12218,34.0
757,content_d45ebd50d0c90b99,81.10244386293296,STALE_HIGH_OPPORTUNITY,629,36.0
758,content_af1126ed06b64d09,81.10177275594836,STALE_HIGH_OPPORTUNITY,12210,34.0
759,content_ba5e700449069405,81.09670391933687,STALE_HIGH_OPPORTUNITY,12164,34.0
760,content_78a817e5a5b8b7ee,81.09448630331936,STALE_HIGH_OPPORTUNITY,12144,34.0
761,content_6ffa92847e71cbb5,81.0926910903528,STALE_HIGH_OPPORTUNITY,12137,34.0
762,content_bd286a2e1157e515,81.09089587738622,STALE_HIGH_OPPORTUNITY,12125,34.0
763,content_aebfe5207a01df69,81.0886782613687,STALE_HIGH_OPPORTUNITY,12110,34.0
764,content_ce5c4a6e2b01772c,81.08762225374132,STALE_HIGH_OPPORTUNITY,12094,34.0
765,content_e75386b990457017,81.07051493017755,STALE_HIGH_OPPORTUNITY,11946,34.0
766,content_1e549967e7fdf94a,81.06840291492277,STALE_HIGH_OPPORTUNITY,11924,34.0
767,content_6a711e3265c8c99b,81.06734690729537,STALE_HIGH_OPPORTUNITY,11917,34.0
768,content_78e04415dd880433,81.06516679368602,STALE_HIGH_OPPORTUNITY,624,36.0
769,content_9b4428513ce05374,81.06333407831129,STALE_HIGH_OPPORTUNITY,11883,34.0
770,content_9455f8db4ef9c22b,81.06248927220938,STALE_HIGH_OPPORTUNITY,11874,34.0
771,content_68aeb0c58cd75d9c,81.06185566763293,STALE_HIGH_OPPORTUNITY,11864,34.0
772,content_1e29fbcbccda49ef,81.06143326458198,STALE_HIGH_OPPORTUNITY,11861,34.0
773,content_7ba5c8fa1f292c39,81.05974365237815,STALE_HIGH_OPPORTUNITY,11838,34.0
774,content_f406ec8774d96559,81.05826863253364,STALE_HIGH_OPPORTUNITY,212,234.0
775,content_ab331491c34cc740,81.05509721881762,STALE_HIGH_OPPORTUNITY,11787,34.0
776,content_c05104d13608acf1,81.05002838220615,STALE_HIGH_OPPORTUNITY,11752,34.0
777,content_84ce039b68babb20,81.04833877000232,STALE_HIGH_OPPORTUNITY,11741,34.0
778,content_abeaf3f8d46fed07,81.04802196771409,STALE_HIGH_OPPORTUNITY,11740,34.0
779,content_a5a646d777d852e9,81.04590995245931,STALE_HIGH_OPPORTUNITY,11712,34.0
780,content_19dd70206fb5e0aa,81.0434811349163,STALE_HIGH_OPPORTUNITY,11696,34.0
781,content_94dcfc79d7e4d8ec,81.0434811349163,STALE_HIGH_OPPORTUNITY,11696,34.0
782,content_a92a3ad9b2fd95f9,81.04242512728892,STALE_HIGH_OPPORTUNITY,11684,34.0
783,content_7d9bef4a837ec178,81.041580321187,STALE_HIGH_OPPORTUNITY,11680,34.0
784,content_3539d16ff8091e01,81.03820109677936,STALE_HIGH_OPPORTUNITY,11656,34.0
785,content_dacf0ad48bce7470,81.03651148457553,STALE_HIGH_OPPORTUNITY,11646,34.0
786,content_10eca93c445d4d43,81.03450507008348,STALE_HIGH_OPPORTUNITY,11629,34.0
787,content_9956ceef1d41477d,81.03038664033664,STALE_HIGH_OPPORTUNITY,11611,34.0
788,content_ab8980065a1da54e,81.0210937732156,STALE_HIGH_OPPORTUNITY,11513,34.0
789,content_b9446f4142a2e87a,81.01961536253725,STALE_HIGH_OPPORTUNITY,11506,34.0
790,content_e23cb3713707e5b3,81.01496892897673,STALE_HIGH_OPPORTUNITY,11455,34.0
791,content_39938579d3549d83,81.01422972363754,STALE_HIGH_OPPORTUNITY,11449,34.0
792,content_c6bb0b5e6edc2bac,81.0135961190611,STALE_HIGH_OPPORTUNITY,11447,34.0
793,content_066bb7aeff9aeea8,81.01264571219646,STALE_HIGH_OPPORTUNITY,11443,34.0
794,content_e4bbcb564660f54e,81.01127290228084,STALE_HIGH_OPPORTUNITY,11429,34.0
795,content_cef330d6db6bf214,81.0075087772304,STALE_HIGH_OPPORTUNITY,617,36.0
796,content_bd84587a618b32ec,81.00314164354992,STALE_HIGH_OPPORTUNITY,11370,34.0
797,content_06a1bff74f7d0873,81.00250803897349,STALE_HIGH_OPPORTUNITY,11363,34.0
798,content_f5ef19e7358bdcb9,81.00007922143048,STALE_HIGH_OPPORTUNITY,11339,34.0
799,content_0e03e2138f2f59bf,80.99817840770119,STALE_HIGH_OPPORTUNITY,11323,34.0
800,content_1746253dfa86290c,80.99817840770119,STALE_HIGH_OPPORTUNITY,11323,34.0
801,content_7fef7103d34d88de,80.99754480312475,STALE_HIGH_OPPORTUNITY,11320,34.0
802,content_ceb72734c2b3a3ef,80.99722800083653,STALE_HIGH_OPPORTUNITY,11319,34.0
803,content_ab95b2336c713f5b,80.99680559778557,STALE_HIGH_OPPORTUNITY,11315,34.0
804,content_17cdafb20df641be,80.99574959015818,STALE_HIGH_OPPORTUNITY,11306,34.0
805,content_a9bd755980df01cc,80.99448238100531,STALE_HIGH_OPPORTUNITY,11293,34.0
806,content_507d3247f77dbfd6,80.99342637337791,STALE_HIGH_OPPORTUNITY,11283,34.0
807,content_163f7303d71fe41c,80.98983594744479,STALE_HIGH_OPPORTUNITY,11248,34.0
808,content_6eb6cabcef0bd0f6,80.98782953295274,STALE_HIGH_OPPORTUNITY,11227,34.0
809,content_995242da1ae91ed4,80.9858231184607,STALE_HIGH_OPPORTUNITY,11209,34.0
810,content_5bbf9c248a1dadb3,80.98254949481579,STALE_HIGH_OPPORTUNITY,11180,34.0
811,content_12a589b97ac91723,80.98138788642565,STALE_HIGH_OPPORTUNITY,11175,34.0
812,content_b21e0ebb052435aa,80.97969827422182,STALE_HIGH_OPPORTUNITY,11163,34.0
813,content_865983ff4ec5c16b,80.97917027040813,STALE_HIGH_OPPORTUNITY,11160,34.0
814,content_c0aa7946978e36f8,80.97843106506895,STALE_HIGH_OPPORTUNITY,11158,34.0
815,content_8a3901a8dc5e364d,80.97826934975025,STALE_HIGH_OPPORTUNITY,505,81.0
816,content_2f4842404349193e,80.978008662018,STALE_HIGH_OPPORTUNITY,11155,34.0
817,content_18156104efaa8970,80.9769526543906,STALE_HIGH_OPPORTUNITY,11150,34.0
818,content_f6239cb784e03a74,80.97484063913582,STALE_HIGH_OPPORTUNITY,11139,34.0
819,content_89adae48ae35d250,80.9745238368476,STALE_HIGH_OPPORTUNITY,11138,34.0
820,content_78a907087f4f9933,80.97336222845746,STALE_HIGH_OPPORTUNITY,11132,34.0
821,content_69f7faf72e0015ff,80.96998300404982,STALE_HIGH_OPPORTUNITY,11106,34.0
822,content_42deada22b75f6ee,80.96882139565969,STALE_HIGH_OPPORTUNITY,11096,34.0
823,content_c061c80cfd0a2151,80.95995093158959,STALE_HIGH_OPPORTUNITY,11029,34.0
824,content_fca8606a92a6830b,80.95900052472493,STALE_HIGH_OPPORTUNITY,11024,34.0
825,content_4d9749d0c05e9950,80.95709971099562,STALE_HIGH_OPPORTUNITY,11008,34.0
826,content_eb3a841aa59503d4,80.95322998518243,STALE_HIGH_OPPORTUNITY,611,36.0
827,content_0a0724add729546e,80.9529812812488,STALE_HIGH_OPPORTUNITY,10980,34.0
828,content_bd2aa238379a7497,80.95108046751949,STALE_HIGH_OPPORTUNITY,10963,34.0
829,content_5ede89cd7f2d659f,80.95044686294305,STALE_HIGH_OPPORTUNITY,10959,34.0
830,content_93a635a5a1ace62c,80.94949645607839,STALE_HIGH_OPPORTUNITY,10950,34.0
831,content_17b9e821ceca190e,80.94801804540005,STALE_HIGH_OPPORTUNITY,10943,34.0
832,content_302ec4da585c050e,80.94688950744495,STALE_HIGH_OPPORTUNITY,638,35.0
833,content_9ff88084c9384df5,80.94432201870418,STALE_HIGH_OPPORTUNITY,10924,34.0
834,content_3473834c5abaf09e,80.9430548095513,STALE_HIGH_OPPORTUNITY,10914,34.0
835,content_68c865586c701826,80.93830277522804,STALE_HIGH_OPPORTUNITY,10874,34.0
836,content_bf0a7ef0cc9e1082,80.93766917065162,STALE_HIGH_OPPORTUNITY,10870,34.0
837,content_5f7299124864a33f,80.93555715539682,STALE_HIGH_OPPORTUNITY,10855,34.0
838,content_11af24fdb14b61ef,80.93524035310861,STALE_HIGH_OPPORTUNITY,10854,34.0
839,content_c7df2381def1150d,80.93460674853218,STALE_HIGH_OPPORTUNITY,10850,34.0
840,content_b5d08fdc2a5ee908,80.93323393861657,STALE_HIGH_OPPORTUNITY,10839,34.0
841,content_d32351dd6cb13067,80.92879870658152,STALE_HIGH_OPPORTUNITY,10807,34.0
842,content_ea3f69f068dfb1d2,80.9255250829366,STALE_HIGH_OPPORTUNITY,10782,34.0
843,content_490a1427162fcaee,80.92372986997003,STALE_HIGH_OPPORTUNITY,10775,34.0
844,content_bdbd5a68a4c20e5e,80.9196114402232,STALE_HIGH_OPPORTUNITY,10748,34.0
845,content_9522edf0b01baa5a,80.91929463793498,STALE_HIGH_OPPORTUNITY,10747,34.0
846,content_8c150faad8ae82bc,80.91602101429007,STALE_HIGH_OPPORTUNITY,10731,34.0
847,content_5330f6bc93a4b028,80.91485940589993,STALE_HIGH_OPPORTUNITY,10718,34.0
848,content_44fc6db1877bf6cc,80.91148018149228,STALE_HIGH_OPPORTUNITY,10703,34.0
849,content_61cf0357015e11c8,80.9083121586101,STALE_HIGH_OPPORTUNITY,10678,34.0
850,content_ae59dd7406a62895,80.90799535632188,STALE_HIGH_OPPORTUNITY,10677,34.0
851,content_6da8058ce579ba72,80.90472173267698,STALE_HIGH_OPPORTUNITY,10652,34.0
852,content_b312e504d575407c,80.90366572504958,STALE_HIGH_OPPORTUNITY,10643,34.0
853,content_eda09057681aa39b,80.90271531818493,STALE_HIGH_OPPORTUNITY,10636,34.0
854,content_d270edc3ed1c2b75,80.9023985158967,STALE_HIGH_OPPORTUNITY,10635,34.0
855,content_e1fa0a3555131198,80.90028650064193,STALE_HIGH_OPPORTUNITY,10621,34.0
856,content_370f4e6dc3e6ca90,80.89711847775975,STALE_HIGH_OPPORTUNITY,10606,34.0
857,content_4abd3cb88a5548a7,80.89204964114826,STALE_HIGH_OPPORTUNITY,10577,34.0
858,content_0bdc651886cd50f4,80.89141603657183,STALE_HIGH_OPPORTUNITY,10573,34.0
859,content_4a977571089f35c6,80.88940962207978,STALE_HIGH_OPPORTUNITY,10555,34.0
860,content_224077481f7c7698,80.8862415991976,STALE_HIGH_OPPORTUNITY,10536,34.0
861,content_68d0e46da7013a46,80.88265117326448,STALE_HIGH_OPPORTUNITY,10519,34.0
862,content_5ff3cc874635e7ee,80.88127836334886,STALE_HIGH_OPPORTUNITY,10497,34.0
863,content_520e203a08cd69ee,80.87726553436478,STALE_HIGH_OPPORTUNITY,10462,34.0
864,content_2de748a37a1d611f,80.87620952673738,STALE_HIGH_OPPORTUNITY,10457,34.0
